,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
26666,Moonee Ponds,2 Grosvenor St,3,h,1400000.0,6.2,3039,1,1,388,Moonee Valley City Council,-37.7658,144.9167,Western Metropolitan
26667,Moonee Ponds,212 Maribyrnong Rd,3,h,1275000.0,6.2,3039,1,2,242,Moonee Valley City Council,-37.7708,144.9089,Western Metropolitan
26668,Mordialloc,3 Anita Ct,3,h,850000.0,21.5,3195,2,2,591,Kingston City Council,-37.9887,145.0964,South-Eastern Metropolitan
26672,Mount Waverley,14 Wingate Av,1,h,1820000.0,14.2,3149,1,1,919,Monash City Council,-37.8809,145.1436,Eastern Metropolitan
26674,Northcote,87 Jenkins St,3,h,1085000.0,5.3,3070,1,1,452,Darebin City Council,-37.7654,145.0112,Northern Metropolitan
26680,Parkville,88 Story St,3,h,2675000.0,1.8,3052,2,1,183,Melbourne City Council,-37.7965,144.9543,Northern Metropolitan
26683,Pascoe Vale,2 Shedden St,3,h,950000.0,8.5,3044,1,3,471,Moreland City Council,-37.7333,144.9489,Northern Metropolitan
26684,Point Cook,2 Halifax Ct,4,h,750000.0,14.7,3030,2,3,585,Wyndham City Council,-37.8829,144.728,Western Metropolitan
26685,Point Cook,20 Hollington Cr,4,h,635000.0,14.7,3030,2,2,636,Wyndham City Council,-37.8794,144.7412,Western Metropolitan
26689,Preston,16 Wurruk Av,4,h,905000.0,8.4,3072,1,2,481,Darebin City Council,-37.7322,145.0071,Northern Metropolitan
26693,Rowville,3 Clare Ct,4,h,900000.0,23.5,3178,2,2,612,Knox City Council,-37.9046,145.2684,South-Eastern Metropolitan
26700,Sunbury,30 Pasley St,4,h,670000.0,31.7,3429,2,2,690,Hume City Council,-37.578,144.725,Western Metropolitan
26702,Thornbury,253 Gooch St,4,h,1400000.0,7.0,3071,2,5,555,Darebin City Council,-37.7599,145.0203,Northern Metropolitan
26703,Thornbury,333 Raleigh St,3,t,810000.0,7.0,3071,2,2,482,Darebin City Council,-37.7612,145.0252,Northern Metropolitan
26705,Truganina,10 Rugby Cr,4,h,603000.0,18.4,3029,2,2,400,Melton City Council,-37.8458,144.7455,Western Metropolitan
26707,Tullamarine,103 Derby St,3,h,590000.0,12.9,3043,1,5,498,Brimbank City Council,-37.6866,144.8708,Western Metropolitan
26711,Wallan,37 Danaher Av,3,h,411000.0,44.2,3756,1,2,679,Mitchell Shire Council,-37.4072,144.9759,Northern Victoria
26714,Warrandyte,8 Alan Pl,5,h,1162000.0,21.1,3113,3,2,1070,Manningham City Council,-37.7447,145.1988,Eastern Metropolitan
26718,Wyndham Vale,242 McGrath Rd,3,h,496000.0,27.2,3024,2,2,529,Wyndham City Council,-37.8951,144.6293,Western Metropolitan
26720,Abbotsford,142 Charles St,2,h,1300000.0,3.0,3067,1,1,113,Yarra City Council,-37.8039,144.9957,Northern Metropolitan
26725,Aberfeldie,1A Vida St,3,t,1150000.0,7.5,3040,2,1,224,Moonee Valley City Council,-37.7556,144.899,Western Metropolitan
26726,Albanvale,1 Fernhill Ct,4,h,560000.0,14.0,3021,1,2,546,Brimbank City Council,-37.744,144.7672,Western Metropolitan
26728,Albert Park,2 Graham St,6,h,3000000.0,3.0,3206,3,2,156,Port Phillip City Council,-37.8433,144.9457,Southern Metropolitan
26730,Albion,54 Burnewang St,3,h,635000.0,10.5,3020,1,2,578,Brimbank City Council,-37.7829,144.8153,Western Metropolitan
26734,Altona Meadows,37 South Av,5,h,670000.0,15.5,3028,2,4,530,Hobsons Bay City Council,-37.8825,144.7816,Western Metropolitan
26738,Altona North,7 Gadsden St,3,h,840000.0,9.4,3025,1,3,535,Hobsons Bay City Council,-37.8279,144.8379,Western Metropolitan
26745,Ascot Vale,46 South St,3,h,1155000.0,4.3,3032,1,1,257,Moonee Valley City Council,-37.7778,144.9265,Western Metropolitan
26746,Ascot Vale,133 The Parade,2,h,1365000.0,4.3,3032,2,2,320,Moonee Valley City Council,-37.7722,144.909,Western Metropolitan
26757,Avondale Heights,13 Cortina Pl,4,h,1030000.0,9.5,3034,2,3,648,Moonee Valley City Council,-37.7517,144.866,Western Metropolitan
26758,Avondale Heights,3 Karen Ct,3,h,1100000.0,9.5,3034,2,2,668,Moonee Valley City Council,-37.7593,144.871,Western Metropolitan
26759,Avondale Heights,23 MacEy Av,3,h,880000.0,9.5,3034,1,1,547,Moonee Valley City Council,-37.7641,144.8662,Western Metropolitan
26760,Avondale Heights,42 Ridge Dr,3,h,790000.0,9.5,3034,2,2,537,Moonee Valley City Council,-37.7528,144.8567,Western Metropolitan
26762,Bacchus Marsh,2 Leila Ct,3,h,450000.0,37.5,3340,2,1,1107,Moorabool Shire Council,-37.6654,144.4394,Western Victoria
26765,Balwyn,4 Kalimna St,5,h,2450000.0,7.9,3103,3,2,725,Boroondara City Council,-37.8111,145.0782,Southern Metropolitan
26768,Balwyn North,46 Aylmer St,4,h,3200000.0,9.7,3104,2,7,710,Boroondara City Council,-37.7977,145.068,Southern Metropolitan
26769,Balwyn North,407 Balwyn Rd,5,h,2075000.0,9.7,3104,2,2,769,Boroondara City Council,-37.7821,145.0871,Southern Metropolitan
26770,Balwyn North,3 Ellsa St,3,h,2200000.0,9.7,3104,1,2,1208,Boroondara City Council,-37.7912,145.097,Southern Metropolitan
26774,Bayswater North,17 Koorong Av,4,h,760000.0,23.2,3153,2,4,789,Maroondah City Council,-37.8325,145.3012,Eastern Metropolitan
26775,Beaumaris,4 Clonmore St,4,h,1957500.0,17.3,3193,2,2,789,Bayside City Council,-37.9792,145.035,Southern Metropolitan
26776,Beaumaris,11 Douglas St,3,h,1720000.0,17.3,3193,2,2,812,Bayside City Council,-37.9817,145.0473,Southern Metropolitan
26777,Beaumaris,27 Florida Av,6,h,2700000.0,17.3,3193,3,2,720,Bayside City Council,-37.9874,145.0315,Southern Metropolitan
26779,Beaumaris,28 Rossmith Av,6,h,1776000.0,17.3,3193,4,2,695,Bayside City Council,-37.9785,145.0518,Southern Metropolitan
26781,Bentleigh,70 Jasper Rd,4,t,1265159.0,11.4,3204,2,2,698,Glen Eira City Council,-37.9272,145.0403,Southern Metropolitan
26785,Bentleigh East,8 Connie St,4,h,1450000.0,13.8,3165,3,2,645,Glen Eira City Council,-37.9223,145.0758,Southern Metropolitan
26789,Bentleigh East,116 Marlborough St,3,t,886000.0,13.8,3165,1,1,370,Glen Eira City Council,-37.9087,145.0689,Southern Metropolitan
26790,Bentleigh East,13 McGuinness Rd,3,h,1126500.0,13.8,3165,2,4,585,Glen Eira City Council,-37.9253,145.0747,Southern Metropolitan
26795,Bentleigh East,28 Tambet St,4,h,1960000.0,13.8,3165,2,3,585,Glen Eira City Council,-37.9166,145.0713,Southern Metropolitan
26796,Bentleigh East,11 Wallace St,3,h,1160000.0,13.8,3165,1,1,460,Glen Eira City Council,-37.9238,145.054,Southern Metropolitan
26799,Berwick,1 Newsom Ct,4,h,730000.0,35.2,3806,2,2,776,Casey City Council,-38.0223,145.3387,Eastern Victoria
26800,Berwick,29 Palmerston St,3,h,935000.0,35.2,3806,2,2,857,Casey City Council,-38.0325,145.3571,Eastern Victoria
26805,Blackburn,16 Wellington Av,4,h,1790000.0,13.4,3130,2,3,989,Whitehorse City Council,-37.8259,145.1549,Eastern Metropolitan
26810,Bonbeach,19 Brixton St,4,h,1120000.0,27.0,3196,2,2,681,Kingston City Council,-38.0644,145.1243,South-Eastern Metropolitan
26811,Boronia,2 Jaffa Ct,3,h,820000.0,25.0,3155,1,3,1019,Knox City Council,-37.854,145.2707,Eastern Metropolitan
26812,Boronia,117 Kanooka Rd,4,h,878000.0,25.0,3155,2,4,730,Knox City Council,-37.8587,145.2585,Eastern Metropolitan
26816,Box Hill,43 Court St,3,h,1693000.0,10.9,3128,1,2,650,Whitehorse City Council,-37.8147,145.1269,Eastern Metropolitan
26817,Box Hill,37 Thames St,4,h,1875000.0,10.9,3128,2,2,715,Whitehorse City Council,-37.8142,145.1278,Eastern Metropolitan
26820,Briar Hill,67 Fernside Av,3,h,977000.0,16.1,3088,1,1,1115,Banyule City Council,-37.7074,145.1248,Eastern Metropolitan
26822,Brighton,26 Brickwood St,5,h,4400000.0,10.5,3186,4,2,710,Bayside City Council,-37.8936,144.9982,Southern Metropolitan
26828,Brighton,5 Huntley St,2,h,1350000.0,10.5,3186,1,2,298,Bayside City Council,-37.8862,144.9974,Southern Metropolitan
26834,Brighton,13 Whyte St,3,h,2230000.0,10.5,3186,3,3,444,Bayside City Council,-37.9244,144.9989,Southern Metropolitan
26835,Brighton East,33 Centre Rd,3,h,1750000.0,10.3,3187,2,1,635,Bayside City Council,-37.9149,145.0108,Southern Metropolitan
26837,Brighton East,9A Hemming St,2,t,860000.0,10.3,3187,1,1,208,Bayside City Council,-37.9315,145.0314,Southern Metropolitan
26841,Broadmeadows,7 Berkeley Cl,4,h,850000.0,14.0,3047,3,2,1186,Hume City Council,-37.6758,144.9425,Northern Metropolitan
26843,Broadmeadows,30 Cuthbert St,4,h,605000.0,14.0,3047,1,2,601,Hume City Council,-37.6848,144.9334,Northern Metropolitan
26844,Broadmeadows,3 Kerang Ct,2,h,600000.0,14.0,3047,1,0,798,Hume City Council,-37.6816,144.9301,Northern Metropolitan
26848,Brunswick,40 Collier Cr,3,h,1100000.0,5.2,3056,1,1,243,Moreland City Council,-37.772,144.9515,Northern Metropolitan
26855,Brunswick East,32 Brunswick Rd,2,h,907000.0,4.0,3057,1,0,132,Moreland City Council,-37.7791,144.9765,Northern Metropolitan
26856,Brunswick East,77 Clarence St,3,h,1710000.0,4.0,3057,1,2,435,Moreland City Council,-37.7638,144.975,Northern Metropolitan
26863,Brunswick West,29 Wales St,3,h,1085000.0,5.2,3055,2,2,506,Moreland City Council,-37.7561,144.9422,Northern Metropolitan
26868,Bullengarook,65 Webb Rd,4,h,1050000.0,45.9,3437,2,1,146699,Macedon Ranges Shire Council,-37.4754,144.513,Northern Victoria
26874,Bundoora,45 Worcester Cr,4,h,1755000.0,12.1,3083,3,2,564,Banyule City Council,-37.6869,145.0814,Northern Metropolitan
26875,Bundoora,63 Zara Cl,3,t,690000.0,12.1,3083,2,2,286,Banyule City Council,-37.6821,145.0793,Northern Metropolitan
26876,Burnside,19 Mockridge Av,4,h,665000.0,14.8,3023,2,2,507,Melton City Council,-37.7484,144.7451,Western Metropolitan
26877,Burnside,15 Roycroft Av,3,h,620000.0,14.8,3023,2,2,609,Melton City Council,-37.7518,144.7491,Western Metropolitan
26878,Burnside Heights,11 Cooma Pl,4,h,575000.0,14.8,3023,2,2,368,Melton City Council,-37.7366,144.7492,Western Metropolitan
26884,Cairnlea,19 Prospector Dr,3,h,610000.0,14.8,3023,2,2,385,Brimbank City Council,-37.7513,144.7847,Western Metropolitan
26886,Camberwell,18 Cochran Av,3,h,3010000.0,7.7,3124,1,2,835,Boroondara City Council,-37.8398,145.058,Southern Metropolitan
26891,Carlton North,563 Canning St,3,h,1650000.0,3.5,3054,1,1,195,Melbourne City Council,-37.7831,144.9751,Northern Metropolitan
26898,Carrum,37 Westley St,3,h,712500.0,31.2,3197,1,2,324,Kingston City Council,-38.0723,145.1319,South-Eastern Metropolitan
26902,Caulfield South,29 Kean St,2,h,1100000.0,8.7,3162,1,2,301,Glen Eira City Council,-37.8909,145.0328,Southern Metropolitan
26903,Caulfield South,360 Kooyong Rd,4,h,2850000.0,8.7,3162,2,3,566,Glen Eira City Council,-37.8892,145.0145,Southern Metropolitan
26907,Chelsea Heights,18 Second Av,4,h,872500.0,27.0,3196,2,2,676,Kingston City Council,-38.0447,145.1327,South-Eastern Metropolitan
26910,Cheltenham,7 Craig Ct,4,h,900000.0,17.9,3192,2,2,536,Bayside City Council,-37.9667,145.0796,Southern Metropolitan
26912,Clarinda,28 Bushland Av,3,h,862000.0,17.5,3169,1,2,7514,Kingston City Council,-37.9431,145.111,South-Eastern Metropolitan
26918,Clifton Hill,49 Spensley St,4,h,1910000.0,3.6,3068,1,2,274,Yarra City Council,-37.7887,144.9981,Northern Metropolitan
26920,Coburg,12 Glencairn Av,3,h,1270000.0,6.7,3058,2,2,566,Darebin City Council,-37.7536,144.9579,Northern Metropolitan
26925,Coburg,35 Phillips St,3,h,1215000.0,6.7,3058,2,2,364,Darebin City Council,-37.7486,144.9539,Northern Metropolitan
26926,Coburg,13 Walsh St,4,h,1480000.0,6.7,3058,2,2,424,Darebin City Council,-37.7478,144.9671,Northern Metropolitan
26931,Craigieburn,7 Kangaroo Rd,4,h,530000.0,20.6,3064,2,2,349,Hume City Council,-37.5688,144.9016,Northern Metropolitan
26932,Craigieburn,19 Keysborough St,3,h,570000.0,20.6,3064,1,2,690,Hume City Council,-37.5896,144.9315,Northern Metropolitan
26943,Croydon,10 Haig St,2,h,935000.0,23.0,3136,1,1,1021,Maroondah City Council,-37.7935,145.2896,Eastern Metropolitan
26945,Croydon North,23 Lyons Rd,3,h,887000.0,23.0,3136,2,2,1044,Maroondah City Council,-37.7677,145.2888,Eastern Metropolitan
26946,Dallas,7 Merino Av,3,h,480888.0,14.0,3047,1,3,569,Hume City Council,-37.6706,144.9292,Northern Metropolitan
26948,Dandenong,52 Willum Wy,4,h,760000.0,24.7,3175,2,2,571,Greater Dandenong City Council,-37.9984,145.1962,South-Eastern Metropolitan
26950,Dandenong North,10 Robyn Ct,3,h,792000.0,24.7,3175,2,2,769,Greater Dandenong City Council,-37.9466,145.2109,South-Eastern Metropolitan
26953,Delahey,16 Duneed Wy,3,h,600000.0,18.0,3037,2,2,503,Brimbank City Council,-37.7171,144.7668,Western Metropolitan
26956,Diggers Rest,5 Flake Ct,4,h,501000.0,27.7,3427,2,2,780,Hume City Council,-37.6242,144.7115,Western Metropolitan
26957,Dingley Village,14 Balcombe Pl,3,h,880000.0,22.2,3172,1,1,533,Kingston City Council,-37.986,145.1213,South-Eastern Metropolitan
26962,Doncaster,4 Koolkuna Av,5,h,1500000.0,12.4,3108,3,3,930,Manningham City Council,-37.79,145.1186,Eastern Metropolitan
26964,Doncaster,3 Westfield Dr,4,h,2900000.0,12.4,3108,2,2,863,Manningham City Council,-37.782,145.1244,Eastern Metropolitan
26966,Doncaster East,58 Dehnert St,4,h,1268000.0,14.3,3109,2,2,651,Manningham City Council,-37.7818,145.1494,Eastern Metropolitan
26967,Doncaster East,9 Ireland Av,4,h,1250000.0,14.3,3109,2,1,752,Manningham City Council,-37.7928,145.1642,Eastern Metropolitan
26968,Doncaster East,6 Jising Ct,4,h,1128000.0,14.3,3109,2,2,381,Manningham City Council,-37.7913,145.1443,Eastern Metropolitan
26969,Doncaster East,11 May St,3,h,2260000.0,14.3,3109,1,2,995,Manningham City Council,-37.7832,145.1618,Eastern Metropolitan
26972,Donvale,18 Powers St,4,h,1280000.0,16.1,3111,2,2,507,Manningham City Council,-37.7739,145.181,Eastern Metropolitan
26973,Doreen,50 Aylesbury Bvd,3,h,578000.0,25.9,3754,2,2,567,Nillumbik Shire Council,-37.5955,145.1137,Northern Victoria
26977,Eltham,67 Arthur St,3,h,916500.0,18.0,3095,2,1,888,Banyule City Council,-37.7151,145.1554,Eastern Metropolitan
26979,Eltham,43 Bible St,3,h,1055000.0,18.0,3095,2,2,346,Banyule City Council,-37.7208,145.1505,Eastern Metropolitan
26981,Eltham,24 Fordhams Rd,3,h,1320000.0,18.0,3095,2,3,4452,Banyule City Council,-37.7288,145.1481,Eastern Metropolitan
26988,Epping,10 Saddlers Ct,4,h,652000.0,19.6,3076,2,4,568,Whittlesea City Council,-37.644,145.0488,Northern Metropolitan
26990,Epping,3 The Mears,3,h,584000.0,19.6,3076,1,1,598,Whittlesea City Council,-37.6389,145.0502,Northern Metropolitan
26991,Epping,13 Winterton Cl,3,h,637000.0,19.6,3076,2,1,714,Whittlesea City Council,-37.6504,145.0346,Northern Metropolitan
26998,Ferntree Gully,27 Bursaria Av,4,h,792000.0,24.8,3156,2,1,743,Knox City Council,-37.8738,145.2631,Eastern Metropolitan
26999,Ferntree Gully,18 Glenfern Rd,4,h,840000.0,24.8,3156,3,2,737,Knox City Council,-37.8909,145.2891,Eastern Metropolitan
27000,Fitzroy,25 Brunswick St,5,h,2790000.0,2.1,3065,2,2,304,Yarra City Council,-37.8065,144.9768,Northern Metropolitan
27013,Forest Hill,53 Longbrae Ct,4,h,1120000.0,15.4,3131,2,0,690,Whitehorse City Council,-37.8451,145.1805,Eastern Metropolitan
27019,Gladstone Park,47 Burnleigh Dr,3,h,631000.0,12.9,3043,2,2,547,Hume City Council,-37.6918,144.8919,Western Metropolitan
27030,Glen Waverley,13 Avendon Bvd,5,h,1950000.0,16.7,3150,4,2,480,Monash City Council,-37.8785,145.1529,Eastern Metropolitan
27033,Glen Waverley,4 Elmwood Cr,3,h,1100000.0,16.7,3150,2,2,651,Monash City Council,-37.8963,145.1559,Eastern Metropolitan
27034,Glen Waverley,14 Owens Av,3,h,1335000.0,16.7,3150,1,2,800,Monash City Council,-37.8904,145.1597,Eastern Metropolitan
27037,Glen Waverley,829 Waverley Rd,4,h,1100000.0,16.7,3150,2,3,649,Monash City Council,-37.8906,145.182,Eastern Metropolitan
27040,Glenroy,100 Daley St,3,h,640000.0,11.2,3046,1,2,590,Moreland City Council,-37.6968,144.9274,Northern Metropolitan
27052,Hampton,104 Linacre Rd,5,h,2200000.0,13.8,3188,3,2,581,Bayside City Council,-37.9437,145.0141,Southern Metropolitan
27054,Hampton East,9 Evans Av,4,h,1467000.0,13.8,3188,2,2,650,Bayside City Council,-37.9433,145.0377,Southern Metropolitan
27058,Hawthorn,19 Grove Rd,3,h,2650000.0,5.3,3122,2,2,310,Boroondara City Council,-37.8145,145.0239,Southern Metropolitan
27064,Hawthorn East,4 Campbell Gr,4,h,2250000.0,6.2,3123,3,2,348,Boroondara City Council,-37.8335,145.0481,Southern Metropolitan
27069,Heathmont,5 Dickasons Rd,4,h,1126000.0,21.3,3135,2,3,905,Maroondah City Council,-37.8312,145.2445,Eastern Metropolitan
27078,Hillside,7 Pavleka St,4,h,550000.0,18.0,3037,2,2,666,Brimbank City Council,-37.7019,144.747,Western Metropolitan
27079,Hoppers Crossing,11 Buckhurst Wy,4,h,551500.0,18.4,3029,2,4,421,Wyndham City Council,-37.8484,144.6748,Western Metropolitan
27082,Hoppers Crossing,4 Lyndall Ct,3,h,468000.0,18.4,3029,1,2,570,Wyndham City Council,-37.8796,144.6877,Western Metropolitan
27083,Hoppers Crossing,13 Quarrion Ct,3,h,585000.0,18.4,3029,3,3,466,Wyndham City Council,-37.8512,144.6753,Western Metropolitan
27086,Hughesdale,29 Dalston Rd,3,h,1407000.0,12.3,3166,3,4,672,Monash City Council,-37.8997,145.0812,Southern Metropolitan
27088,Ivanhoe,9 Myrtle St,3,h,1465000.0,7.8,3079,2,2,331,Banyule City Council,-37.7571,145.05,Eastern Metropolitan
27089,Ivanhoe,3A Rose St,4,h,1865000.0,7.8,3079,2,1,389,Banyule City Council,-37.7743,145.0407,Eastern Metropolitan
27092,Keilor East,25 Heatherlea Cr,4,h,810000.0,11.7,3033,2,2,534,Brimbank City Council,-37.7475,144.8501,Western Metropolitan
27094,Keilor East,7 Pumice Ct,3,h,965000.0,11.7,3033,2,2,404,Brimbank City Council,-37.7398,144.8773,Western Metropolitan
27100,Kew,73 Derby St,2,h,1341000.0,5.4,3101,1,2,281,Boroondara City Council,-37.8008,145.0374,Southern Metropolitan
27103,Kew,38 Willsmere Rd,4,h,2000000.0,5.4,3101,2,2,595,Boroondara City Council,-37.7974,145.0337,Southern Metropolitan
27105,Kew East,16 Clyde St,3,h,1975000.0,7.3,3102,2,5,747,Boroondara City Council,-37.7956,145.0554,Southern Metropolitan
27107,Keysborough,44 Beddington St,4,h,920000.0,25.2,3173,2,2,484,Greater Dandenong City Council,-38.0076,145.1722,South-Eastern Metropolitan
27108,Keysborough,13 Daylily Dr,4,h,885000.0,25.2,3173,2,2,511,Greater Dandenong City Council,-38.0029,145.1645,South-Eastern Metropolitan
27109,Keysborough,24 Liverpool Dr,3,h,751000.0,25.2,3173,1,2,545,Greater Dandenong City Council,-37.9873,145.1552,South-Eastern Metropolitan
27110,Keysborough,3 Lugarno Ct,3,h,792000.0,25.2,3173,2,1,535,Greater Dandenong City Council,-37.9831,145.1666,South-Eastern Metropolitan
27112,Kilsyth,12 Moira Rd,4,h,906000.0,26.0,3137,2,4,982,Maroondah City Council,-37.8039,145.3203,Eastern Metropolitan
27113,Kilsyth,33 Walnut Dr,3,h,757500.0,26.0,3137,2,2,935,Maroondah City Council,-37.8053,145.3353,Eastern Metropolitan
27117,Lalor,24 Cyprus St,3,h,808000.0,16.3,3075,1,2,701,Whittlesea City Council,-37.6738,145.0198,Northern Metropolitan
27129,Maidstone,6 Havelock St,3,h,875000.0,6.4,3012,2,1,335,Maribyrnong City Council,-37.7862,144.8798,Western Metropolitan
27130,Maidstone,30 Inkerman St,4,h,910000.0,6.4,3012,1,3,757,Maribyrnong City Council,-37.7863,144.8807,Western Metropolitan
27133,Malvern East,6 Hilda St,4,h,2200000.0,8.4,3145,2,2,571,Stonnington City Council,-37.8741,145.0609,Southern Metropolitan
27134,Malvern East,67 Manning Rd,4,h,2626000.0,8.4,3145,3,2,701,Stonnington City Council,-37.873,145.0505,Southern Metropolitan
27135,Malvern East,16 Sutherland St,4,h,1850000.0,8.4,3145,2,4,655,Stonnington City Council,-37.8828,145.0705,Southern Metropolitan
27142,Meadow Heights,92 Rokewood Cr,3,h,475000.0,17.4,3048,1,1,596,Hume City Council,-37.6548,144.9116,Northern Metropolitan
27150,Melton,213 Station Rd,12,h,710000.0,31.7,3337,5,3,960,Melton City Council,-37.6883,144.5776,Western Victoria
27151,Melton South,19 Staughton St,3,h,580000.0,29.8,3338,1,1,766,Melton City Council,-37.7043,144.5731,Western Victoria
27152,Melton West,58 Rathdowne Cct,4,h,356000.0,31.7,3337,1,1,571,Melton City Council,-37.6738,144.5642,Northern Victoria
27154,Mentone,8 Chicquita Cct,3,t,825000.0,20.0,3194,3,2,93,Kingston City Council,-37.9791,145.0758,South-Eastern Metropolitan
27162,Mernda,41 Friesian St,4,h,550000.0,25.9,3754,2,2,349,Whittlesea City Council,-37.5865,145.0832,Northern Metropolitan
27163,Mernda,20 Geranium Gr,3,h,640000.0,25.9,3754,2,2,512,Whittlesea City Council,-37.6005,145.09,Northern Metropolitan
27165,Mill Park,29 Island Pl,3,h,660000.0,17.9,3082,2,1,300,Whittlesea City Council,-37.6619,145.0738,Northern Metropolitan
27166,Mill Park,1 Ivy Ct,3,h,667500.0,17.9,3082,2,4,524,Whittlesea City Council,-37.6765,145.0525,Northern Metropolitan
27167,Mill Park,3 Namatjira Ct,4,h,720000.0,17.9,3082,2,1,418,Whittlesea City Council,-37.6679,145.0652,Northern Metropolitan
27168,Mill Park,1 Roycroft Av,4,h,665000.0,17.9,3082,2,3,589,Whittlesea City Council,-37.6692,145.0596,Northern Metropolitan
27173,Montmorency,6 Burke St,4,h,900000.0,16.2,3094,2,2,894,Banyule City Council,-37.7215,145.1183,Eastern Metropolitan
27180,Moorabbin,20 Barilla Rd,3,h,1261000.0,14.3,3189,1,1,692,Kingston City Council,-37.9412,145.0439,Southern Metropolitan
